J3KQE5	Q6PKD4
A0A087X2I1	E9PKD5
P32856	P42226
B4DU71	Q86U12
P39748	Q13112
B4DU71	Q86SX1
P02489	P07320
P02489	P07315
P62258	Q6UXY1
I3L3S0	Q9Y5R8
O15243	P19784
A0A087X2I1	E9PN50
A0A087WZG6	P63104
C9JCK5	P25788
C9JCK5	P25789
C9JCK5	P25786
G3V5E2	Q16623
B2R7M1	Q13488
O43157	P52198
A0A087X2I1	E9PLG2
A0A087X2I1	E9PM69
O15198	O60341
B7ZAP6	Q6IBS0
A0A087X2I1	E9PMD8
Q68EA5	Q96LA8
K7EQA9	Q5CAQ4
K7EQA9	Q5CAQ5
O95714	P04637
B4DND6	O00303
B7Z781	D3YTA9
D6RFN0	Q9Y6E3
O43542	O94762
B4DND6	O00487
P04792	Q9NWX5
P15924	Q92817
A8KAJ2	H0YLH3
P09874	P51532
O95429	Q92843
P02649	P98155
C9J7B7	Q92905
B4DND6	O00231
B4DND6	O00232
P50616	Q9UIV1
O95163	Q9Y5K6
Q13155	Q6PI48
Q99962	Q9P2Y4
P06241	P25445
P54132	Q6ZW49
B4DDL1	H0Y673
Q9Y265	X6R2L4
B4DY04	Q9H4N8
Q04727	Q99502
Q04727	Q99504
B4DG32	B4DII4
O00231	Q9P0J7
A8KAJ2	H0YCW1
O60307	P62258
P07900	P32019
B2RBM7	P61201
A0A087WY10	E9PN50
A8K794	Q6DRA6
Q6UVK1	Q9Y3R0
Q69YP2	Q96A65
P04440	Q95604
H0YJ78	Q6TGM0
H0YJ78	Q6TGM1
Q00526	Q9H1A4
A0A087WY10	E9PM69
A0A087WY10	E9PMD8
B7Z853	O43747
Q14765	Q8TDY2
A6NMS2	B2R7R5
A6NMS2	B2R860
P07948	P13612
Q5JYG3	Q9HCN4
P0C0S5	Q9Y230
B4DDL1	H0YN38
A0A087WY10	E9PKD5
Q14765	Q8TDR4
B4DDL1	H0YLX6
C9J1M7	Q53HE0
B4DDL1	H0YLI7
Q6DN03	Q96F82
P31947	Q99741
P05161	Q13325
Q96S44	Q9NWX6
P35453	P61296
P13385	P46379
P16066	P16860
B4DDL1	H0YJI3
B4DID3	B4DSD7
Q13619	Q96GG9
J3QRY4	P51665
P07900	P32856
P17980	P62714
P62258	Q6UUV9
P62258	Q6UUV7
O95343	Q9BTC8
Q04727	Q99967
B7Z4J9	Q17RC7
P00749	P06681
P17026	Q9H8H0
P46977	Q9NRD1
B3KVJ5	Q05D74
A0A087WUL9	O95325
H0YB80	P31946
H0YB80	P31947
P31947	Q99959
B3KVJ5	Q05BV1
P17980	P62826
P17980	P62829
Q6DN03	Q96A08
P49721	Q15386
P0CG48	P60709
Q5BKZ1	Q6NSW7
O15260	P39656
K0A7K7	Q58FF7
K0A7K7	Q58FF6
K0A7K7	Q58FF9
O43889	Q03518
K0A7K7	Q58FF8
K0A7K7	Q58FF3
K0A7K7	Q58FF2
K0A7K7	Q58FF4
K0A7K7	Q58FG0
K0A7K7	Q58FG1
P02462	Q02388
O00329	Q92854
B3KVF0	C6EMX8
B4E1E2	J3KSQ2
H7BZG6	O75843
A0A140VJF3	Q15542
C9J4U1	Q9UKX7
P14618	Q04206
P02788	P0CG48
Q5UIP0	Q9H9S0
A0A087WU65	Q8N4C7
G9K388	Q8TEW8
G9K388	Q8TEW0
P0CG48	P60520
O60543	Q96P74
O60543	Q96P73
O60543	Q96P72
Q7Z5J4	Q96BS2
G3V3X7	G3V532
A0A1W2PQE7	B7Z2S7
F2Z2E2	Q9UJM1
F2Z2E2	Q9UJM0
H0YKT8	P17980
G3V3X7	G3V3Z2
A0A1W2PRC2	Q96NA8
P15498	Q9NR80
O15530	P27348
B4DSD7	J3QQV0
H0Y852	Q6IAL5
Q96RN1	Q9BXS9
B7ZBM4	C9JAF7
A0A1W2PRC2	Q96NX8
E9PMD8	Q75L23
A0A0J9YW33	O95721
B7ZMF3	G5E9S8
P09471	P18545
O43143	P18583
Q12841	Q16270
Q14974	Q9NV96
A0A1W2PQE7	B7Z5V2
A0A0G2JQT9	Q96CW1
P00747	Q15113
B4E3E1	P53680
B4DSD7	J3QLA6
O00571	P62081
Q14839	Q96ST3
P05549	P25325
B4DSD7	J3QL26
A0A1W2PQE7	B7Z437
A2IDB2	E7ESK7
P19388	P49450
O14618	P43351
O60830	Q9NS69
A0A1W2PQE7	B7Z4B6
A0A0D9SFQ7	B7Z425
P53680	Q59FN8
P27348	P78406
B3KV41	P25205
A0A0D9SFQ7	B7ZBM8
B2R935	B8ZZ80
A0A0G2JQT9	Q96PC3
H3BR18	Q2TAB5
B3KM22	C9J8Y3
B3KM22	C9J9Z8
O14520	P55064
Q53FV3	Q9BX72
Q14781	Q8N488
P15036	Q12824
B3KRB8	B4DNK0
H0YMZ1	Q5U0A0
A0A1B0GXI6	H3BU86
Q92841	Q99848
B3KM22	C9J3Y4
B3KM22	C9J5Z0
J3KSA5	K7ES36
P32856	P46459
O15347	Q9ULC4
A0A0D9SFQ7	B7ZLB1
O95863	Q9UKL0
P06213	P32121
A0A087WY74	A0A1U9X7J2
P04406	P05062
B3KM22	C9J0T2
G3V1A4	Q9BYX7
P04406	P05109
A0A087WVV1	G3V4X5
A0A087WVV1	G3V4X1
B3KM22	C9J1M7
P13611	Q12884
A0A087WVV1	G3V5Z7
A6NKF1	Q96EE3
H0YEU5	Q86TR6
Q01844	Q06416
A0A087WVV1	G3V3I1
P14316	P63279
A0A087WVV1	G3V3U4
Q01844	Q06187
Q14765	Q99732
H0YN84	Q8TF05
O15379	Q02078
A0A087WVV1	G3V295
P31946	Q6UUV9
P31946	Q6UUV7
Q13435	Q16531
B3KRQ8	O15160
A8K6Y2	B7Z1G3
A0A0J9YWZ2	F5GZI3
P25789	Q6MZI6
Q99504	Q9NZN8
O00757	P09467
O60216	P48431
P63167	Q6ZVD7
F5H5V4	Q75L23
Q01844	Q08117
Q14839	Q969R5
O15498	Q13277
P09038	P29466
P31946	Q6UXY1
O60674	Q9H228
P05161	Q15646
P21695	Q8N0Y7
Q5SZW8	Q9HB74
I3L239	Q8N9Z3
Q96LA8	Q9Y483
P56282	Q00526
P61964	Q9HCK8
P40123	Q15642
A6NE82	O94776
A0A087WWM0	G3V2H7
O15399	P36507
B5BU63	G1UI24
H3BP15	Q6NSC7
P0CG47	Q93050
H3BRM7	Q9Y587
O75385	O95166
P01286	P27487
Q9BZD4	Q9NTJ3
G9K389	P61981
Q99504	Q9NPC8
C9J9M4	P62333
A6NDZ8	Q05BQ5
P00747	Q16819
O43865	Q13507
O75019	P06126
Q6DN03	Q99879
Q6DN03	Q99880
Q6DN03	Q99877
C9J9M4	P62195
C9J9M4	P62191
A0A1W2PQS1	Q75L23
A0A024QYX7	Q05BS0
P27694	Q08211
A8K781	J3QLH6
O43639	O60496
P30281	P62136
P30281	P62140
C9K087	Q59F49
P18084	P98082
P23497	P45973
P36578	P42285
O75019	P05362
B3KS97	B4DHN0
K7ERT1	O76075
P04406	P04632
A8K781	J3QQM1
A2IDB2	E7EVZ2
A2IDB2	E7EX29
P17936	P78527
Q6DN03	Q99525
H3BP15	Q6P186
A8K781	J3QSA9
A8K781	J3QSE0
A8K781	J3QRW1
A8K781	J3QRR3
O60674	Q9HBW0
O95163	P51813
A8K070	Q7L5N1
O15379	Q01101
O15357	P01730
O60216	Q9BZS1
Q92526	Q99832
P35227	Q8IY57
P30559	P49407
O00141	P55072
P07315	P43320
B4DJK4	P63272
P49721	Q13283
O00571	P61960
Q9UKN7	Q9Y6N9
E7ESD9	Q05D78
B4E1E2	J3KS13
P00558	Q8N0Y7
B4E1E2	J3KRF5
F5GWA7	Q99623
P48431	Q9NPF5
P31689	Q9NRD1
A0A024R7U6	Q9NXL9
O75143	Q8NAA4
P49721	Q13098
Q14839	Q96BF6
H0YDE9	Q92572
O00398	Q96RI0
B7Z1Q4	Q7Z677
P61964	Q9H160
Q5UIP0	Q9HCU9
Q9H2K2	Q9NRI5
Q96C92	Q9Y2X7
B4DHC4	Q5VWU8
B2R4I8	H3BV30
B4DHC4	Q5VWV2
O15498	Q16623
P26012	Q9BQL6
O14788	P19438
O75528	Q8IZX4
P25025	P42261
P69892	P69905
B3KM48	H3BTM8
B2R7M1	Q16864
A8K781	Q53GF5
P51955	P61024
P09693	Q92835
B2R4I8	H3BUN9
P12956	P62195
Q15040	Q9UK80
Q59F72	Q5U0A0
B3KM48	H3BNT7
P0CG48	P62913
B4DY04	F5GZI3
Q59EG8	V9HW24
E9PD53	Q6P712
Q9BTX1	Q9Y2V7
P21741	Q16659
O75019	P09326
B7ZB52	Q9BXS5-2
H0Y995	Q6NX51
B7Z2E6	P61981
O43684	O75529
O43684	O75530
Q13443	Q9UKS6
P29474	Q63ZY3
P0CG47	Q969U7
P0CG47	Q969S3
B2R4I8	H3BN71
P0CG48	P62633
B2R4I8	H3BNR4
P0CG48	P62745
P0CG48	P62714
P0CG48	P62879
A0A140VK41	P11908
P0CG48	P62826
Q86TH3	Q92997
P49450	Q02539
P14625	Q6N069
B2R4I8	H3BR36
Q05DG7	Q53FR4
A8K781	Q53HB3
B2RB94	B3KPS8
Q14839	Q8WWY6
P0CG48	P62140
B2R4I8	H3BS13
B2R4I8	H3BRM7
P18848	Q14494
P17861	P56279
P0CG48	P62258
P0CG48	P62263
P07900	P35573
P0CG48	P62380
P0C0L4	P0C0L5
P0CG47	Q96C10
O60603	P00533
P17980	P68371
Q8IYM1	Q8WYJ6
P0CG47	Q96CV9
A0A087X1S9	B4DHC4
O15400	Q96NA8
P17980	P68431
P0CG47	Q96BZ9
P09467	P15056
P31431	Q92844
P0CG47	Q96A05
B4DV84	J3KRE8
O75340	Q9UBV8
P0CG47	Q96B26
B4DV84	J3KRJ4
P43403	Q13239
B4DV84	J3KSA5
Q8N766	Q9P0I2
O95071	P12931
P07900	P35998
O15400	Q96JB2
P0CG47	Q96FJ2
O15400	Q96JC1
P04406	P07900
H3BRM7	P53680
A0A087X1S9	B4DE78
Q66GS9	Q6UVJ0
C9K087	Q9NXL9-4
B5MDF5	E9PFH4
H7C540	Q14558
P0CG47	Q96EP9
P0CG47	Q96EE3
C9JCK5	P28070
C9JCK5	P28066
P0CG47	Q96EB6
P29475	P31645
O75717	Q13257
Q6NSC7	Q9NRW7
P21810	Q7Z5L7
P41146	Q01718
B4DMB7	Q9H267
A0A0J9YXZ5	P60953
B4DYC8	E7EQR6
P04406	P07738
K7EQ16	M0R1M6
P54727	Q9UNM6
Q53G55	Q5CAQ4
Q53G55	Q5CAQ5
P54727	Q9UNE7
P0CG47	Q96HE7
P07948	P19397
K7EQ16	M0R2S1
E9PM17	P15153
B4E3E1	P56377
B4DV84	J3KTB0
Q9H2X6	Q9UJU2
P0CG47	Q96Q05
B4DYC8	E7ERF2
P0CG47	Q96PM9
P0CG47	Q96PD7
P48431	Q9P2R6
P48431	Q9P2D1
C9JZG1	Q6ZNE1
P0CG47	Q96NB2
B7Z360	P61266
A0A087X1S9	B4DY04
O60256	P33316
O60240	Q05469
P0C2W1	Q86UE8
H0Y579	Q9NQ35
O00488	Q8N567
O43251	Q9Y5V3
Q00403	Q04864
Q8N3P4	Q96JC1
Q92502	Q9Y263
P09619	P15498
P40855	Q92968
P06733	Q8N0Y7
P0CG48	P61604
Q92583	Q9NPB9
B3KM22	C9JDK6
B3KM22	C9JDM8
P0CG48	P61769
B3KM22	C9JEP0
P0CG48	P61803
P0CG48	P61812
B3KM22	C9JEN4
Q02446	Q99801
P56962	Q9BV40
P17275	P41182
P0CG48	P61962
P0CG48	P61960
P0CG48	P61978
P0CG48	P61981
P0CG48	P61163
B4DH37	O75558
P0CG48	P61247
O00571	P63167
P0CG48	P61254
E9PC44	Q15436
E9PC44	Q15437
P06733	Q8N567
P0CG48	P61296
A0A087WTL3	B4DGW3
Q8IX01	Q9NR56
B4DVK5	Q9NXL9-4
B4DIH5	H3BTM8
A0A087X1S9	B4DMT8
B3KM22	C9JAQ4
P0CG48	P61421
A0A0D9SEP9	B4DSX3
A0A0D9SEP9	B4DSZ1
P12931	Q9UBS0
E7EQ34	P49754
A0A0D9SEP9	B4E3U3
A0A0S2Z5R6	Q53FG5
O14514	P0CG48
P18848	Q15744
B4DIH5	H3BNT7
O15355	Q13616
A0A0S2Z5R6	Q53HJ4
P25789	Q71DI3
F5H726	P78371
Q96J92	Q9UEW8
B4DH37	O75396
H0YEU5	Q7Z3K6
Q8IX01	Q9NUK0
A0A087X1S9	B4DJB0
A0A087X1S9	B4DJF2
Q96J92	Q9UH77
P0CG48	P61026
A0A0G2JS82	P56377
B2RD27	J3QLT0
K7EK77	P36542
B2RD27	J3QLE8
B3KNL3	Q9HCX4
B2RD27	J3QL53
A8MWR8	D6REX3
A0A0D9SEP9	B4DKR0
B4DYT1	Q9UJA3
P06899	P0C1H6
H0YJC4	H0YMA1
O95219	Q5VWJ9
C9J7B7	Q96N86
H0YJC4	H0YMI6
A8MWR8	D6RHZ5
H0YJC4	H0YN18
B7ZA10	E7ENI6
H0YJC4	H0YMV3
B4DSX3	Q86Y82
H0YJC4	H0YMZ1
A0A0D9SEP9	B4DJX9
P0CG47	Q8TD22
P31947	P43681
P0CG47	Q8TAP6
Q6GYQ0	Q92574
P25098	Q03135
O14662	P32856
B4DRZ6	Q9Y3D0
B7Z8Z6	Q59F49
P04406	P06744
Q14839	Q99496
C9K087	Q4ZG57
P04406	P06733
B7Z3M9	Q9UPM8
Q16715	Q16716
Q15022	Q5SSJ5
P11940	Q15233
Q12873	Q96AE4
O00398	Q99678
O00398	Q99677
P0CG47	Q8TEK3
P33778	P62807
P33778	P62805
K0A7K7	Q59EK6
A0A0D9SEP9	B4DE70
Q96HE7	Q9BS26
H0YJC4	H0YKT8
H0YJC4	H0YL69
H0YJC4	H0YKS0
H0YJC4	H0YLC2
Q7LBE3	Q8TE54
H0YJC4	H0YLS6
Q99741	Q9NXL9
A0A0D9SEP9	B4DH37
P15036	Q15672
P13797	P15311
Q9H9Z2	Q9HCE1
O43765	P11142
A8K521	Q7Z6P5
O00192	P19022
K0A7K7	Q59FC6
H0YJC4	H0YJS8
B4DSX3	Q7Z338
B1AKJ6	B3KW33
Q12837	Q14863
Q92878	Q9UBL3
P10827	P61201
O00629	O14980
B3KRQ8	B4DEC2
P46060	Q9Y5P4
Q8NAA4	Q8TDY2
B7Z4W4	Q01831
A0A087X0B7	X5D7S1
Q14966	Q15834
P06744	P12004
Q7LBE3	Q96RN1
P48742	Q9NVW2
Q01664	Q13077
Q2TU64	Q99832
P46379	P46695
P11177	Q6ZSA3
P55036	Q59GS3
Q5QJE6	Q8N7R0
A0A087X2I1	A6PVX3
B2RD27	Q53FV3
Q00526	Q9NTJ3
H0YEL3	P61421
Q14568	Q86SX1
A8K4W2	O75947
P83731	Q6NVV1
B2RD27	Q53GN6
P18848	Q16520
P18848	Q16534
Q00526	Q9NRY4
B3KT66	H7C3P9
B3KT66	H7C3T0
B2RD27	Q53HJ0
P51692	Q13952
H0YDE9	Q96PC3
E9PHZ6	H0YJU0
O60216	Q9H9S0
Q14966	Q15072
B4DI74	J3KSB0
Q13094	Q92835
B4DI74	J3KRU1
P18848	Q16665
E9PHZ6	H0YJ75
Q93034	Q9NYG5
E9PHZ6	H0YJ49
B7Z5S9	Q6PK37
P60520	Q2TAZ0
O43586	Q99996
B4DFQ8	B4E1K2
P25963	P63167
O14713	P68104
O00570	P40763
P25963	P63279
P10826	Q96EB6
P14625	Q6P1J9
P51692	Q13547
H3BM21	Q96AC1
B4DE69	Q562F2
H0YDK2	Q13330
O15357	P07333
Q93034	Q9NV70
O14933	Q9BZR9
C9JTT7	Q6LES9
P51692	Q13287
Q5TZX9	Q96NX8
B2RD27	J3QRY4
B2RD27	J3QS88
B2RD27	J3QS84
P11473	Q14106
B2RD27	J3QS13
A8KAQ7	P30260
O43439	Q92886
B4DFQ8	B4DN74
P30044	P68400
Q5TZX9	Q96NA8
D6RBI1	K7EP45
O15400	Q8WUH2
O15212	Q13952
Q13009	Q96SB3
P12931	Q9UHD2
O60216	Q9HB90
B3KWQ3	P60981
E9PNU4	O95721
O75781	P35462
D6RBI1	K7ENE3
H0YJ82	P28288
P42685	Q8IZP0
P79483	Q8IUH5
P14625	Q6PK50
O15400	Q99747
A0A0S2Z618	H7BZ91
D6RBI1	K7EKV4
O00567	P61254
P30101	Q13162
A0A1B0GWF2	Q86Y82
P60900	Q9UKV5
A0A0S2Z618	Q14566
A0A0G2JS82	P59780
E9PHZ6	H0YN84
O00567	P61513
O15212	Q13724
O95819	P62993
B3KP06	O43281
P08575	P30273
B3KMM9	Q53FX3
G3XAN3	Q9UJA3
P14625	Q71DI3
Q00526	Q9NXL9
E5RHF2	P51665
Q0D2K3	Q93062
Q14568	Q86U12
Q00526	Q9NVP2
P49736	Q6ZMK4
O43251	P54253
P0CG47	Q8WUM0
P0CG47	Q99759
E5RHT3	E7EQ34
M0R1L7	Q9HD42
P12931	Q9ULH1
P78337	Q8HWS3
P0CG47	Q99640
Q14831	Q9NSB8
P12931	Q9UM73
P0CG47	Q99832
P0CG47	Q8WVM7
P02462	Q07092
P12931	Q9UNE7
Q14568	Q86YB8
P04406	P09972
Q15154	Q8NFJ9
P0CG47	Q99626
P0CG47	Q99623
P0CG47	Q99607
Q01664	Q13547
P09661	Q14562
P0CG47	Q99594
P0CG47	Q99570
O00231	Q9UNM7
O00231	Q9UNS2
P04406	P09104
P51955	P62136
P0CG47	Q96TA2
B3KWQ3	F6RFD5
P0CG47	Q96QK1
P60002	Q6P1J9
P36873	Q13547
B3KP47	B7Z4G0
P0CG47	Q96S55
O00487	Q6IBN0
P0CG47	Q96RR4
B1AH80	Q9Y6B5
A0A087WYG2	Q7RTQ9
A0A087WYG2	Q7RTQ8
A0A087WYG2	Q7RTQ7
A0A087WYG2	Q7RTQ4
A0A087WYG2	Q7RTQ2
A0A087WYG2	Q7RTQ1
A0A087WYG2	Q7RTQ0
A0A087WYG2	Q7RTP8
Q53HJ4	Q59F49
K7ER00	Q8N1G4
Q8N2W9	Q9BXJ9
P06744	P13010
Q13443	Q9Y5X1
Q86VP1	Q9NYF8
P11473	Q15796
Q14966	Q16513
P32969	Q5T653
P62081	Q5T653
O75364	Q99497
C9J168	I3L331
Q8N3P4	Q8WUH2
H0Y995	Q6PJ82
Q4ZG57	Q6ZMK4
P38159	Q9H1E3
O43681	P61421
Q12873	Q99728
O60603	P01137
P15976	P28482
Q5T4S7	Q96CS3
C9J168	I3L164
C9J168	I3L0S1
O75880	Q14061
A0A024RAE6	R4GMM2
Q92616	Q92901
B4E0X6	R4GNH3
P08670	Q9Y6K9
P08670	Q9Y6Y0
P15976	P28749
O75386	Q3MJ62
E5KS55	P53597
C9J168	I3L4G9
K7EQ16	Q49A90
A8MZ54	P60880
P02765	Q99217
Q9HD26	Q9UL25
A8K984	E9PD53
O95744	P40692
B4DDM6	Q15542
P0CG48	P63098
P0CG48	P63096
A8K192	B7Z1E8
P0CG48	P63027
P0CG48	P63000
O75400	P10586
P0CG48	P63167
O00255	Q99816
B7Z8Z6	Q4ZG57
P0CG48	P63151
A8K3I2	Q05D78
O94888	P49721
O00165	P49407
A8K521	P33993
A8K521	P33992
A8K521	P33991
P32856	P49454
P0CG48	P63261
P0CG48	P63279
P0CG48	P63272
Q6IB71	Q6MZI6
Q96RN1	Q9H2B4
H0YD73	Q9BX72
P52630	Q9BZS1
A8MTY9	Q5JPE4
P60484	Q5T2W1
Q13868	Q8IYB7
O75334	Q5EBL8
Q9BY11	Q9UNF0
Q9BY11	Q9UKS6
E9PHZ6	H0Y8C4
D6RBK0	Q9BSE8
B7Z2S7	Q05CU6
Q93062	Q96MN9
P14618	Q09472
P06744	P12956
P26599	P98175
H0YDE9	Q96CW1
O95863	Q9Y297
P04406	P08238
P32856	P49755
P54725	Q5JUH4
B4E3E1	P59780
B4DFL3	Q75L23
O15347	P52630
P29475	P35354
P07900	P39656
P62714	Q9Y5P8
O14793	Q8TEU8
A0A087WUW6	A1L159
I3L239	Q96GW1
Q9UJY4	Q9UMZ2
P62714	Q9Y2T4
P62333	Q13501
Q53GS7	Q9H4D5
Q70T24	Q9UL62
A1A4S6	P0CG48
P51692	Q15365
G3V3I1	P35998
O60768	Q05DG7
P51692	Q15306
P0CG47	P40855
P49721	V9HW55
P49721	V9HW24
B7ZB52	H3BNR4
I3L239	Q96HX7
B7ZB52	H3BN71
P31947	P49418
B4DJB0	I3L3T1
P48995	Q03135
B4DDF7	Q13362
B7ZB52	H3BUN9
B7ZB52	H3BV30
A8K3C3	F8VQ14
E7ERH2	Q75MQ1
A8MZ54	P61266
P04035	Q9H5J4
B7ZB52	H3BS13
B3KSK2	X5D995
P31947	P49841
P56962	Q9H9E3
P11387	Q9Y5B9
B7ZB52	H3BRM7
P11362	Q92793
O14543	P25963
P17544	Q5U623
B7ZB52	H3BR36
P61247	Q86VP6
C9JGT8	M0QYZ2
C9JGT8	M0QZ21
B4DMT5	Q8N9M2
P51617	P98170
Q9NXB9	Q9NZ01
Q9NXB9	Q9NYP7
P02792	P11142
Q00722	Q92835
B2R7M1	E9PNA6
O75446	Q02535
P83731	Q71UM5
B2R514	Q8N9M2
P62714	Q9Y6E0
P51692	Q15853
P16520	Q58FG0
P16520	Q58FG1
P16520	Q58FF3
P16520	Q58FF6
P16520	Q58FF7
P16520	Q58FF8
A0A087X2E5	A0A0D9SG66
P35080	P60673
Q14814	Q86X55
B7Z4B6	B7Z4C7
E9PM69	J3KN29
P26651	P62258
A0A087X2E5	A0A0D9SET9
B2R7M1	E9PMC5
B2R7M1	E9PM12
P56962	Q9H267
P56962	Q9H269
P46379	Q9BV68
P56962	Q9H270
P56962	Q9H115
A8MZ54	P61764
P19012	Q9NYB9
Q01201	Q86X83
B4DSX3	P32856
Q16526	Q92769
O95429	Q99615
E9PM69	J3KRP2
P31749	Q5VV67
P26368	Q15695
P26368	Q15696
I3L0S1	I3L4G9
P61964	Q9NZI6
P61964	Q9NZJ0
O60813	P30048
A0A0C4DFZ1	A0A0J9YW33
Q14119	Q14839
O43815	P23508
B7Z4B6	B7Z5V2
P56962	Q9H4M9
B4DMB7	F5H008
I3L0S1	I3L331
O43586	P42684
Q5T4S7	Q96GD4
Q66PJ3	Q96SB4
P62333	Q14164
A8MUD9	C9JXB8
P46531	Q13418
A0A0G2JS17	H7BZG6
O15212	Q15813
B4DS36	H0YJL0
B4E3U3	Q9NRW7
P46531	Q13526
A0A0S2Z5R6	Q59F49
P25025	P47901
Q9NQ55	Q9NZM5
Q9H0A0	Q9Y2X3
B4DS36	H0YG16
P46531	Q13263
J3QL53	O43242
B7Z4B6	B7Z9R6
Q13077	Q6UWE0
P62333	Q14669
D6RFN0	O00303
O95965	Q9BQL6
Q04726	Q6ZW49
B7Z1V5	X5D7S1
D6RFN0	O00231
Q53GS7	Q9H1B4
P62333	Q14457
Q92759	Q96FC9
P54198	Q9H9S0
P05783	Q13501
D6RFN0	O00487
O95677	P17481
B4DXN6	Q14152
E9PLG2	G3V4X1
E9PLG2	G3V4X5
C9JAF7	P56962
P51692	Q14469
B4DS36	B5BU63
P25789	Q75L23
O43255	Q13283
E9PN50	G3V295
A6PVI3	Q09161
P04271	P26447
P16234	P19320
H3BRM7	P56377
P10809	P21796
B3KSK2	X5DR74
I3L239	Q8TBA7
O95071	P17980
O60543	P42574
P40879	Q86UT5
A8MUD9	C9JNW5
Q01581	Q86YH6
E9PQP4	Q9Y587
P40879	Q86WA9
P12931	P50570
B4E1E2	J3QL20
O60814	P57053
B4E2F6	D6RBL4
J3QRR3	Q5U0A0
Q04726	Q6ZNG2
P48730	P55072
Q99504	Q9UIU6
G5E9S8	H0Y981
Q99962	Q9Y5K6
I3L0S1	I3L164
J3QRY4	O00303
O95249	Q9NZ43
Q99504	Q9UI36
P61964	Q9NYB0
Q59H77	Q6IBT3
Q99962	Q9Y272
A0A1W2PRR1	Q6PK50
O60248	O75364
P04637	Q12888
O00629	O15131
H3BQ34	P30613
A2AB88	E9PQY2
Q6P1K8	Q96FC9
O75528	Q8N2W9
P33947	P84085
P04629	Q9Y2R2
O15205	P78318
A0A0G2JS17	H7C1E4
B4DJ66	Q8N9M2
O60711	Q96BD5
A8K781	Q59F72
P60900	Q9Y244
Q5XG97	Q7L576
A8K781	Q59EG8
G3V4X1	G3V5Z7
A8K6A2	Q59FW1
O00567	P62750
O00567	P62701
P53355	Q9Y6K9
A8K781	Q59FJ0
G3V4X1	G3V4X5
Q5UIP0	Q9NY59
A0A024R7U6	Q9UJA3
A8K781	Q59GS3
Q9H2K2	Q9UIQ6
O00762	Q86Y01
O00762	Q86Y33
B4E112	P63261
P12931	Q9Y5K6
P08670	P51665
C9JTX5	E9PK25
P06899	Q5QNW6
B7Z600	Q6JEL2
C9JGT8	M0R1S0
Q00403	Q08211
Q8NFZ5	Q99836
O00567	P62888
C9JGT8	M0R0N4
Q14997	Q71DI3
J3QRY4	O00232
P53355	Q9Y572
P60900	Q9Y4K3
O00567	P62906
O00567	P62913
O00567	P62917
Q08AD1	Q9P1Y5
Q14139	Q9BQE4
P38646	Q08752
P11441	P62987
P12931	Q9Y210
P26368	Q14498
A0A140VJQ5	Q6IBS5
O75340	P50995
P16104	Q86YC2
O00398	P43657
O15031	O75051
P36873	Q15555
B4DE69	Q58EX4
P36578	Q9BVI4
Q5UIP0	Q9NPI1
P02751	P04085
A0A1B0GWF2	Q7Z338
P28161	Q03013
O00231	Q9Y3C5
A8K3C3	F8WAM2
P35232	P62633
O14867	Q92547
O00231	Q9Y2K6
P36873	Q15398
P16104	Q86V81
P12931	Q9Y6K9
O75340	Q9Y6Y8
P12931	Q9Y6Q6
O00231	Q9Y4K3
O00571	P68400
O96009	P04632
O00231	Q9Y6E3
B3KVF0	Q8N7F5
P36873	Q15058
O43251	P55795
Q9H2K2	Q9UHP3
P62333	Q13283
P62333	Q13098
P49450	Q07021
B3KMX0	Q4G0Z9
P36578	Q9BY44
P62333	Q13041
O75909	Q00526
O75712	P36382
P17676	Q92922
O00303	P0CG47
O00303	P0CG48
A0A1W2PQS1	P25787
A0A1W2PQS1	P25786
A0A1W2PQS1	P25789
A0A1W2PQS1	P25788
O60814	P58876
E9PQP4	P53680
P46531	Q16566
O15105	O75925
P17676	Q92830
P17676	Q92831
A8MZ54	P63027
J7M2B1	P15311
P04637	Q13129
B4DL07	O14678
H0YK95	M0R0N4
B4DV84	J3QS84
B4DV84	J3QS88
Q6P1M2	X5D2F4
K0A7K7	P07900
H0YK95	M0R1S0
P13667	P30101
H0YJ78	P28288
B4DV84	J3QLT0
O75322	P10809
D6RB59	Q8TAR2
A0A087WVV1	A8K781
H3BRM7	P59780
B4E001	Q15024
Q16620	Q8NHL6
P62906	Q96L21
B4DFL3	P20618
P28702	Q08209
O00444	O95067
O75340	P53355
P49711	Q5VWG9
P48431	Q9UIF8
A0A024RAE6	A4QPB0
H0YIV0	Q86U12
P36897	Q09472
C9JTX5	E9PP50
O95067	P14635
H0YIV0	Q86SX1
G3V5Z7	V9HW24
G3V5Z7	V9HW55
A0A1B0GWF2	P32856
Q92747	Q9H7Z5
C9JTX5	E9PQB7
B3KVF0	Q8NHX6
D6RGH6	P62987
H0YK95	M0QZ21
O43829	P62875
C9JTX5	E9PS23
P32856	Q9HAV0
H0YK95	M0QYZ2
B4DVU3	Q6ZNE1
Q9NR33	Q9ULM3
P54886	Q9UHJ6
Q9H7B2	Q9H9Y2
P15173	P16220
Q9UKV8	Q9ULM6
Q9BYN7	Q9HBZ2
O15054	O43474
O43680	P40424
O43680	P40426
P02751	P07288
Q86T24	Q99496
B4DMT5	Q92905
C9JAQ4	Q53HE0
P12956	P68431
P12956	P68371
Q9HD26	Q9Y4F9
P17181	Q14765
P0CG47	P43034
